ID,Year,Make,Model,Category,Colour,Price
1668,2008,Chrysler,PT Cruiser,"Wagon, Convertible",DarkGray,50383
1669,2017,Chevrolet,Silverado 1500 Crew Cab,Pickup,DarkGreen,6641
1670,2016,Hyundai,Accent,"Hatchback, Sedan",MediumPurple,27914
1671,1998,Honda,CR-V,SUV,MediumSpringGreen,4867
1672,2017,Dodge,Journey,SUV,MidnightBlue,19990
1673,1997,Acura,NSX,"Coupe, Convertible",Khaki,34721
1674,2020,Hyundai,Santa Fe,SUV,BlueViolet,47492
1675,2000,Chevrolet,Express 3500 Cargo,Van/Minivan,Snow,32752
1676,2006,Chevrolet,Avalanche 1500,Pickup,LemonChiffon,9420
1677,1999,GMC,Envoy,SUV,Wheat,30383
1678,2007,Volvo,S80,Sedan,FloralWhite,3143
1679,2009,Lexus,LS,Sedan,Coral,59858
1680,1994,Oldsmobile,Cutlass Cruiser,Wagon,Crimson,27868
1681,2015,Audi,allroad,Wagon,LightBlue,14809
1682,2011,GMC,Sierra 2500 HD Extended Cab,Pickup,FireBrick,13836
1683,2004,Volkswagen,Passat,"Sedan, Wagon",Fuchsia,9184
1684,2019,FIAT,500e,Hatchback,GhostWhite,18033
1685,1996,Dodge,Ram 1500 Club Cab,Pickup,Bisque,31235
1686,1997,Acura,TL,Sedan,GhostWhite,37285
1687,2020,Kia,Forte,Sedan,Gray,12677
1688,2004,Porsche,911,"Convertible, Coupe",HotPink,43090
1689,1997,Ford,Ranger Super Cab,Pickup,RoyalBlue,7257
1690,2011,Ford,F150 Super Cab,Pickup,PowderBlue,37005
1691,2018,Lamborghini,Aventador,"Convertible, Coupe",DimGray,13550
1692,2019,Ford,Transit 150 Van,Van/Minivan,DarkGray,34405
1693,2019,Jaguar,XE,Sedan,IndianRed,1239
1694,2009,Ford,F250 Super Duty Crew Cab,Pickup,Linen,14197
1695,2006,Ford,E250 Super Duty Cargo,Van/Minivan,Beige,37235
1696,1992,GMC,3500 Regular Cab,Pickup,Gray,33418
1697,2009,Ford,Expedition EL,SUV,Silver,38291
1698,2010,Ford,F250 Super Duty Regular Cab,Pickup,WhiteSmoke,1430
1699,2008,Audi,A6,"Sedan, Wagon",Aqua,6952
1700,2014,Audi,RS 5,"Convertible, Coupe",Wheat,47519
1701,2011,Ram,1500 Regular Cab,Pickup,FloralWhite,26255
1702,2008,Acura,MDX,SUV,PaleGreen,6809
1703,1994,Chevrolet,Camaro,"Convertible, Hatchback",PaleGoldenRod,27922
1704,2017,Toyota,Tundra Double Cab,Pickup,DarkKhaki,36258
1705,2008,Buick,Enclave,SUV,GhostWhite,26806
1706,2007,Volvo,S60,Sedan,OliveDrab,47136
1707,2003,Subaru,Baja,Pickup,Moccasin,23638
1708,1995,Acura,TL,Sedan,Maroon,22326
1709,2019,Cadillac,XT5,SUV,Tomato,35926
1710,2011,GMC,Sierra 1500 Regular Cab,Pickup,Cornsilk,4208
1711,2012,Audi,A4,"Sedan, Wagon",DarkOrchid,46481
1712,2011,Kia,Optima,Sedan,LightPink,49050
1713,2005,Nissan,Altima,Sedan,PaleTurquoise,59299
1714,2012,Nissan,NV3500 HD Cargo,Van/Minivan,Brown,30052
1715,2018,Volkswagen,Jetta,Sedan,Orange,51709
1716,2008,Saab,9-7X,SUV,OliveDrab,43166
1717,2009,Aston Martin,DB9,"Coupe, Convertible",Brown,30560
1718,2012,Chevrolet,Tahoe,SUV,LightSalmon,22924
1719,1996,Plymouth,Grand Voyager,Van/Minivan,Purple,34006
1720,1993,GMC,Sonoma Club Coupe Cab,Pickup,Thistle,37347
1721,2004,Porsche,Carrera GT,Convertible,DarkCyan,3896
1722,2010,Chevrolet,Colorado Crew Cab,Pickup,DarkGreen,39466
1723,2008,Mercedes-Benz,R-Class,Wagon,LightSlateGray,11524
1724,1996,Chevrolet,G-Series G30,Van/Minivan,LavenderBlush,37995
1725,2018,Hyundai,Santa Fe Sport,SUV,GreenYellow,16816
1726,2019,Nissan,NV2500 HD Cargo,Van/Minivan,Red,44401
1727,2009,GMC,Savana 1500 Cargo,Van/Minivan,Linen,37549
1728,1992,Volvo,940,"Sedan, Wagon",Yellow,24822
1729,2010,Subaru,Legacy,Sedan,SlateGray,13809
1730,1996,Mitsubishi,Diamante,Sedan,YellowGreen,21011
1731,2013,GMC,Acadia,SUV,Cornsilk,2027
1732,2020,Kia,Optima Plug-in Hybrid,Sedan,LightSalmon,26678
1733,2018,Mercedes-Benz,Mercedes-AMG GLE Coupe,SUV,DodgerBlue,39023
1734,2013,Acura,ZDX,SUV,Tan,26261
1735,2011,Chevrolet,Suburban 1500,SUV,Blue,15981
1736,2010,Lexus,GX,SUV,DeepSkyBlue,4827
1737,2012,Chrysler,200,"Sedan, Convertible",Aqua,45206
1738,2006,Saturn,Ion,"Sedan, Coupe",MediumBlue,7358
1739,2008,Nissan,Frontier King Cab,Pickup,DarkSalmon,13562
1740,2009,Dodge,Ram 3500 Regular Cab,Pickup,SlateBlue,21382
1741,2002,Dodge,Stratus,"Coupe, Sedan",Orchid,54841
1742,1999,Buick,Century,Sedan,Beige,55364
1743,2007,Lexus,SC,Convertible,RosyBrown,44959
1744,2007,GMC,Sierra (Classic) 1500 Regular Cab,Pickup,MediumSeaGreen,12761
1745,2017,Chrysler,300,Sedan,Peru,53205
1746,2013,Nissan,NV1500 Cargo,Van/Minivan,Bisque,19483
1747,2013,Ford,Transit Connect Cargo,Van/Minivan,Brown,39951
1748,2015,Chevrolet,Corvette,"Convertible, Coupe",Gold,20127
1749,2007,Dodge,Ram 3500 Mega Cab,Pickup,DarkKhaki,15576
1750,2016,Honda,Fit,Hatchback,Pink,8777
1751,2013,Lamborghini,Aventador,"Coupe, Convertible",Black,58183
1752,2005,MAZDA,MX-5 Miata,Convertible,Aquamarine,34177
1753,2014,BMW,7 Series,Sedan,MediumSeaGreen,46136
1754,2009,GMC,Sierra 1500 Crew Cab,Pickup,DarkGoldenRod,33503
1755,1995,GMC,1500 Club Coupe,Pickup,Violet,30482
1756,2013,Nissan,Armada,SUV,HoneyDew,47459
1757,1995,Hyundai,Elantra,Sedan,CornflowerBlue,13829
1758,2012,Volkswagen,Touareg,SUV,WhiteSmoke,57222
1759,2008,Ferrari,430 Scuderia,Coupe,Gold,56085
1760,1993,Plymouth,Colt Vista,Wagon,DeepSkyBlue,31751
1761,2011,Audi,S4,Sedan,DeepPink,37637
1762,2004,Dodge,Stratus,"Sedan, Coupe",Khaki,29291
1763,1993,Mercedes-Benz,500 SEC,Coupe,DarkOrange,24047
1764,2011,Toyota,Camry,Sedan,LightGoldenRodYellow,28033
1765,1999,Hyundai,Elantra,"Sedan, Wagon",PaleGreen,23855
1766,2008,Dodge,Ram 3500 Mega Cab,Pickup,White,5889
1767,2011,Mitsubishi,Outlander Sport,SUV,Silver,53639
1768,2013,Ford,Escape,SUV,LightPink,40705
1769,2011,Chevrolet,Colorado Crew Cab,Pickup,PapayaWhip,13715
1770,2000,Dodge,Ram 1500 Regular Cab,Pickup,Bisque,42999
1771,2012,Mercedes-Benz,CLS-Class,Coupe,LavenderBlush,48843
1772,2016,Volvo,XC90,SUV,PapayaWhip,35138
1773,2016,Audi,S7,Sedan,DarkOrange,26363
1774,2019,Chevrolet,Express 2500 Passenger,Van/Minivan,SandyBrown,1803
1775,1997,BMW,3 Series,"Coupe, Hatchback, Convertible, Sedan",WhiteSmoke,48670
1776,2020,Dodge,Charger,Sedan,LightCyan,50641
1777,2012,Toyota,Sequoia,SUV,SpringGreen,31925
1778,2001,Kia,Spectra,Hatchback,SpringGreen,21580
1779,2020,Mitsubishi,Outlander,SUV,MediumPurple,44919
1780,1999,BMW,3 Series,"Coupe, Hatchback, Convertible, Sedan",Aquamarine,33599
1781,1996,BMW,7 Series,Sedan,Magenta,55539
1782,2009,Aston Martin,DBS,"Coupe, Convertible",DarkGoldenRod,4831
1783,2015,Lexus,LS,Sedan,Sienna,12947
1784,2019,Mercedes-Benz,GLC,SUV,MediumVioletRed,7105
1785,2018,BMW,X5,SUV,Indigo,17331
1786,2005,Nissan,Quest,Van/Minivan,MistyRose,14839
1787,2005,Kia,Optima,Sedan,DeepPink,42647
1788,1996,Land Rover,Range Rover,SUV,Salmon,55373
1789,2008,MAZDA,RX-8,Coupe,SlateBlue,23707
1790,2008,Dodge,Ram 3500 Mega Cab,Pickup,LightGray,29903
1791,2020,Toyota,Tacoma Double Cab,Pickup,GoldenRod,49738
1792,2010,Toyota,RAV4,SUV,MediumSeaGreen,14743
1793,2014,Nissan,GT-R,Coupe,Beige,18216
1794,2006,GMC,Canyon Extended Cab,Pickup,Magenta,7913
1795,1998,Isuzu,Amigo,SUV,Chartreuse,5916
1796,2014,Nissan,Frontier Crew Cab,Pickup,Chartreuse,28185
1797,2015,Ford,Expedition EL,SUV,Azure,30156
1798,2008,Mercedes-Benz,S-Class,Sedan,LightBlue,45712
1799,2015,Lexus,NX,SUV,ForestGreen,1472
1800,2007,Nissan,Sentra,Sedan,LightGreen,15000
1801,2017,BMW,M2,Coupe,Lime,31190
1802,2013,Mercedes-Benz,GLK-Class,SUV,DarkCyan,33151
1803,2003,Dodge,Dakota Club Cab,Pickup,YellowGreen,26971
1804,1997,Lexus,GS,Sedan,LightSteelBlue,48391
1805,2015,Dodge,Charger,Sedan,LightGreen,41614
1806,1999,Ford,Explorer,SUV,DarkOliveGreen,58571
1807,2017,Volvo,S60,Sedan,MediumPurple,36940
1808,2003,Mitsubishi,Outlander,SUV,DodgerBlue,37300
1809,2004,Chevrolet,Colorado Regular Cab,Pickup,Turquoise,29697
1810,2000,Dodge,Ram 2500 Regular Cab,Pickup,PaleVioletRed,10161
1811,2014,Aston Martin,Vanquish,"Coupe, Convertible",SpringGreen,53537
1812,2002,Mercury,Sable,"Sedan, Wagon",DarkBlue,58501
1813,1994,Honda,Passport,SUV,MintCream,44696
1814,1997,Cadillac,Catera,Sedan,SeaShell,10388
1815,2010,Pontiac,G3,Hatchback,Purple,54064
1816,1999,Buick,LeSabre,Sedan,Ivory,52277
1817,2005,Chevrolet,Aveo,"Sedan, Hatchback",MediumSeaGreen,2456
1818,2006,Cadillac,CTS,Sedan,DeepSkyBlue,27556
1819,2002,Chevrolet,Tracker,SUV,DarkOrchid,8668
1820,2007,Ford,F350 Super Duty Regular Cab,Pickup,RosyBrown,30967
1821,2012,Volkswagen,GTI,Hatchback,WhiteSmoke,23898
1822,2004,Mitsubishi,Diamante,Sedan,Cornsilk,9124
1823,2007,Maybach,57,Sedan,PaleGreen,20094
1824,2004,Land Rover,Discovery,SUV,AliceBlue,32230
1825,2000,Nissan,Maxima,Sedan,LightGray,7364
1826,1994,Pontiac,Sunbird,"Sedan, Coupe, Convertible",LightSeaGreen,44318
1827,2009,Toyota,Sienna,Van/Minivan,MediumOrchid,47254
1828,2016,Ford,Expedition,SUV,DeepSkyBlue,24514
1829,2018,BMW,X2,SUV,Maroon,1579
1830,1996,Chevrolet,Blazer,SUV,Chartreuse,5438
1831,2017,Mercedes-Benz,CLS,Sedan,Fuchsia,42202
1832,2020,Porsche,Cayenne,SUV,SteelBlue,9415
1833,2016,Lexus,LX,SUV,MediumPurple,50679
1834,2019,Chevrolet,Trax,SUV,RoyalBlue,22628
1835,2000,Honda,Insight,Hatchback,DarkRed,56219
1836,2009,Land Rover,LR2,SUV,Brown,39960
1837,2019,Honda,Pilot,SUV,Olive,9660
1838,2007,Chevrolet,Silverado (Classic) 1500 Extended Cab,Pickup,MediumSeaGreen,19222
1839,2006,Mitsubishi,Raider Extended Cab,Pickup,DeepPink,9797
1840,2002,Toyota,Sienna,Van/Minivan,SlateBlue,45360
1841,2017,Lexus,RX,SUV,Chocolate,52240
1842,2006,Chevrolet,Colorado Extended Cab,Pickup,Cyan,43415
1843,1992,Acura,Vigor,Sedan,MediumPurple,50525
1844,2002,Mercedes-Benz,M-Class,SUV,Thistle,12897
1845,1998,MAZDA,626,Sedan,RoyalBlue,45191
1846,1997,Chevrolet,Malibu,Sedan,Magenta,52937
1847,1996,Toyota,Previa,Van/Minivan,DarkMagenta,29548
1848,2007,GMC,Savana 2500 Cargo,Van/Minivan,Tan,9045
1849,1996,Chevrolet,Sportvan G30,Van/Minivan,LightSeaGreen,44352
1850,1996,Lincoln,Continental,Sedan,CornflowerBlue,25940
1851,2009,Chevrolet,Silverado 2500 HD Regular Cab,Pickup,DarkSlateBlue,37969
1852,2000,Mercury,Villager,Van/Minivan,AliceBlue,10284
1853,2008,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,Coral,57853
1854,2019,Audi,S4,Sedan,MintCream,5238
1855,2019,Volkswagen,Golf GTI,Hatchback,IndianRed,13321
1856,1994,Volvo,960,"Sedan, Wagon",DeepPink,39670
1857,2019,INFINITI,QX50,SUV,Lavender,43385
1858,2008,Toyota,Prius,Hatchback,DodgerBlue,23170
1859,2010,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,Crimson,31348
1860,2017,Hyundai,Tucson,SUV,DimGray,38087
1861,2001,Mitsubishi,Montero,SUV,Lavender,32500
1862,2003,BMW,5 Series,"Sedan, Wagon",OliveDrab,40370
1863,2018,Honda,Pilot,SUV,MediumAquaMarine,45500
1864,2010,Chevrolet,Corvette,"Coupe, Convertible",Teal,11435
1865,2006,Chevrolet,Avalanche 1500,Pickup,LightSteelBlue,21708
1866,1998,Ford,F150 Regular Cab,Pickup,Orchid,41299
1867,2017,Freightliner,Sprinter 3500XD Cargo,Van/Minivan,DarkSlateGray,11695
1868,2007,Ford,Freestyle,SUV,DeepPink,15889
1869,2001,Toyota,Celica,Hatchback,OrangeRed,12761
1870,2008,MAZDA,MAZDA5,Van/Minivan,DarkOliveGreen,49960
1871,2010,BMW,3 Series,"Sedan, Coupe, Convertible, Wagon",Aquamarine,22658
1872,2009,Pontiac,G3,Hatchback,LightGray,7478
1873,2012,Nissan,Sentra,Sedan,LawnGreen,4906
1874,1998,GMC,Savana 3500 Cargo,Van/Minivan,DarkGray,32551
1875,2012,Chevrolet,Express 3500 Cargo,Van/Minivan,Crimson,54801
1876,2017,Buick,Cascada,Convertible,SkyBlue,49754
1877,2004,Lexus,GX,SUV,DarkBlue,34307
1878,2014,smart,fortwo,"Hatchback, Convertible",DarkMagenta,52280
1879,2013,Lexus,LX,SUV,Olive,37099
1880,2012,Ford,F250 Super Duty Crew Cab,Pickup,RosyBrown,56839
1881,2014,Lexus,GS,Sedan,PaleGreen,21950
1882,2004,Volkswagen,GTI,Hatchback,GoldenRod,14075
1883,1998,Lexus,SC,Coupe,DarkViolet,53158
1884,2000,Chevrolet,2500 HD Regular Cab,Pickup,Orchid,37558
1885,1998,Oldsmobile,Silhouette,Van/Minivan,HotPink,59474
1886,1993,Ford,Escort,"Hatchback, Sedan, Wagon",AliceBlue,45423
1887,2004,Ford,Ranger Super Cab,Pickup,MediumVioletRed,58925
1888,2013,Ram,2500 Mega Cab,Pickup,Gold,26861
1889,2011,Lotus,Evora,Coupe,Maroon,28173
1890,1999,Toyota,4Runner,SUV,DodgerBlue,20173
1891,2015,Lexus,GS,Sedan,FireBrick,35393
1892,2004,Dodge,Grand Caravan Cargo,Van/Minivan,Aquamarine,44003
1893,2003,Chrysler,Town & Country,Van/Minivan,SandyBrown,41064
1894,2004,Acura,TL,Sedan,Turquoise,32786
1895,2013,Lincoln,MKT,SUV,CornflowerBlue,11246
1896,2007,Subaru,B9 Tribeca,SUV,LightGray,51505
1897,2008,Volvo,XC70,Wagon,SaddleBrown,59756
1898,2010,Honda,CR-V,SUV,LightPink,58428
1899,2005,Nissan,Altima,Sedan,Blue,40947
1900,2015,Hyundai,Santa Fe,SUV,LightGray,36159
1901,1998,Eagle,Talon,Hatchback,LimeGreen,54087
1902,2018,Hyundai,Santa Fe Sport,SUV,DarkSalmon,18323
1903,2006,Mercedes-Benz,SLK-Class,Convertible,SaddleBrown,45716
1904,1999,Isuzu,Rodeo,SUV,GhostWhite,2768
1905,1993,Nissan,300ZX,"Hatchback, Convertible",FireBrick,26265
1906,2008,Kia,Optima,Sedan,PaleGoldenRod,4246
1907,2015,Toyota,Avalon,Sedan,Silver,45082
1908,2017,Ford,Explorer,SUV,LightGray,26604
1909,2010,Maserati,Quattroporte,Sedan,Snow,58220
1910,2003,Chevrolet,Express 1500 Cargo,Van/Minivan,GreenYellow,42738
1911,1999,Nissan,Pathfinder,SUV,Gray,16130
1912,2013,MINI,Countryman,Hatchback,DarkSlateGray,44546
1913,2016,Chevrolet,Equinox,SUV,Lavender,58133
1914,2013,Ford,Focus ST,Hatchback,DimGray,33808
1915,2007,Acura,RDX,SUV,Gray,40957
1916,2009,Volkswagen,Tiguan,SUV,LightGray,26054
1917,1998,Cadillac,Seville,Sedan,PowderBlue,31830
1918,2011,Volvo,S60,Sedan,Gainsboro,39042
1919,2018,Nissan,Murano,SUV,DarkViolet,45853
1920,2003,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,Khaki,12932
1921,2017,Buick,LaCrosse,Sedan,DarkMagenta,35861
1922,2012,BMW,5 Series,Sedan,PaleGreen,59917
1923,2015,Toyota,Venza,Wagon,AntiqueWhite,11214
1924,2012,GMC,Yukon XL 2500,SUV,SteelBlue,14074
1925,2006,GMC,Canyon Crew Cab,Pickup,RosyBrown,49102
1926,1999,Ford,Econoline E150 Passenger,Van/Minivan,DarkCyan,55192
1927,1994,BMW,3 Series,"Sedan, Coupe, Convertible",Khaki,15193
1928,1996,Dodge,Viper,"Coupe, Convertible",LightGoldenRodYellow,54172
1929,2002,Oldsmobile,Intrigue,Sedan,DarkGray,12715
1930,1995,Mercury,Tracer,"Sedan, Wagon",Beige,54249
1931,1996,Dodge,Ram 3500 Regular Cab,Pickup,GhostWhite,21834
1932,2004,Ford,Thunderbird,Convertible,PaleGoldenRod,4095
1933,2012,Mercedes-Benz,CLS-Class,Coupe,DarkSlateBlue,36653
1934,1995,Toyota,Camry,"Sedan, Coupe, Wagon",Lavender,17781
1935,2011,Mitsubishi,Eclipse,"Coupe, Convertible",MediumSeaGreen,44324
1936,2002,Ford,Econoline E150 Passenger,Van/Minivan,MintCream,20488
1937,1994,MAZDA,B-Series Cab Plus,Pickup,PaleGreen,36455
1938,2020,Hyundai,NEXO,SUV,LawnGreen,16405
1939,2018,Chevrolet,Bolt EV,Hatchback,HoneyDew,17247
1940,1998,Isuzu,Oasis,Van/Minivan,Gray,15199
1941,2010,GMC,Savana 1500 Passenger,Van/Minivan,Navy,27007
1942,1994,GMC,Vandura 1500,Van/Minivan,DarkViolet,52036
1943,1995,INFINITI,J,Sedan,OrangeRed,30800
1944,2009,Ferrari,430 Scuderia,"Coupe, Convertible",LawnGreen,30855
1945,2005,Jeep,Liberty,SUV,Thistle,5391
1946,2017,Nissan,Pathfinder,SUV,Blue,49463
1947,2015,Rolls-Royce,Phantom,"Coupe, Convertible, Sedan",Gainsboro,17689
1948,2002,Acura,RSX,Coupe,SaddleBrown,29791
1949,2012,Toyota,Tundra CrewMax,Pickup,Bisque,34454
1950,2004,INFINITI,Q,Sedan,Bisque,7183
1951,2008,Chevrolet,Colorado Crew Cab,Pickup,SkyBlue,43084
1952,2000,Saab,3-Sep,"Hatchback, Convertible",Cyan,35438
1953,2010,BMW,7 Series,Sedan,Chartreuse,48131
1954,2007,Mitsubishi,Eclipse,"Convertible, Coupe",Gold,53224
1955,2014,Freightliner,Sprinter 2500 Cargo,Van/Minivan,LightBlue,30317
1956,2011,Ram,1500 Crew Cab,Pickup,LightBlue,57946
1957,1992,GMC,1500 Regular Cab,Pickup,Tomato,25025
1958,2018,Honda,HR-V,SUV,Orange,13760
1959,2011,Hyundai,Santa Fe,SUV,Brown,27122
1960,2020,Subaru,WRX,Sedan,Linen,21468
1961,2014,Ford,C-MAX Hybrid,Wagon,BurlyWood,54401
1962,2011,Aston Martin,DB9,"Convertible, Coupe",MintCream,35409
1963,2012,MINI,Countryman,Hatchback,DarkRed,25325
1964,2002,Dodge,Ram Wagon 3500,Van/Minivan,Violet,23277
1965,2019,GMC,Sierra 2500 HD Double Cab,Pickup,Maroon,55496
1966,2007,Hyundai,Veracruz,SUV,MediumSeaGreen,35526
1967,1993,BMW,5 Series,"Wagon, Sedan",LightYellow,21042
1968,2007,BMW,6 Series,"Coupe, Convertible",LightSalmon,51967
1969,1992,GMC,1500 Regular Cab,Pickup,Green,25167
1970,2001,Lexus,GS,Sedan,SlateGray,33050
1971,2013,Lamborghini,Aventador,"Coupe, Convertible",LightCyan,21452
1972,2019,Volvo,XC40,SUV,BlueViolet,40096
1973,1995,Nissan,Sentra,Sedan,Orange,48641
1974,2002,Chevrolet,Astro Cargo,Van/Minivan,Blue,44281
1975,2017,Mercedes-Benz,Sprinter 3500 XD Cargo,Van/Minivan,DeepPink,21649
1976,2019,INFINITI,QX50,SUV,Tan,29162
1977,2003,Honda,Pilot,SUV,Bisque,10065
1978,2003,Lexus,LS,Sedan,LightSteelBlue,8179
1979,1997,MAZDA,Protege,Sedan,DarkMagenta,2891
1980,2020,Toyota,Camry,Sedan,Beige,43783
1981,2010,smart,fortwo,"Hatchback, Convertible",Silver,22408
1982,2019,Chevrolet,Silverado 3500 HD Crew Cab,Pickup,DarkKhaki,11288
1983,1995,Saab,900,"Hatchback, Convertible",MediumSeaGreen,1280
1984,2002,Hyundai,Santa Fe,SUV,DarkOliveGreen,55058
1985,1999,Cadillac,Escalade,SUV,RosyBrown,5165
1986,2006,Chevrolet,Impala,Sedan,Tomato,19853
1987,1993,Mercedes-Benz,300 SD,Sedan,FloralWhite,44108
1988,2000,Chevrolet,2500 HD Extended Cab,Pickup,GreenYellow,18863
1989,2019,Ford,F150 Super Cab,Pickup,DarkCyan,20166
1990,2019,BMW,X3,SUV,Gray,19536
1991,2002,GMC,Sonoma Regular Cab,Pickup,Gold,30056
1992,2019,Kia,Optima Hybrid,Sedan,HoneyDew,13579
1993,2000,Ford,F150 Regular Cab,Pickup,MintCream,39924
1994,2009,Bentley,Brooklands,Coupe,MediumOrchid,32227
1995,2014,Hyundai,Tucson,SUV,BurlyWood,42929
1996,1999,Dodge,Ram 1500 Club Cab,Pickup,DarkSalmon,44593
1997,2018,Chevrolet,Suburban 3500HD,SUV,SteelBlue,47446
1998,2012,Chrysler,300,Sedan,Peru,29705
1999,2004,GMC,Sierra 2500 HD Crew Cab,Pickup,FireBrick,20684
